Activating virtual environment:  SNPNet
/faststorage/project/NLPPred/snp-compression/SNPNet/bin/python
Training SNPNet
wandb: Currently logged in as: kenevoldsen (use `wandb login --relogin` to force relogin)
wandb: Tracking run with wandb version 0.12.10
wandb: Syncing run volcanic-jazz-66
wandb: ⭐️ View project at https://wandb.ai/kenevoldsen/snp-compression
wandb: 🚀 View run at https://wandb.ai/kenevoldsen/snp-compression/runs/7jhonue9
wandb: Run data is saved locally in /home/kce/NLPPred/snp-compression/models/wandb/run-20220223_111624-7jhonue9
wandb: Run `wandb offline` to turn off syncing.
Using 16bit native Automatic Mixed Precision (AMP)
GPU available: True, used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
Set SLURM handle signals.


Finding best initial lr:   0% 0/100 [00:00<?, ?it/s]
Finding best initial lr:   1% 1/100 [00:00<00:29,  3.32it/s]
Finding best initial lr:   2% 2/100 [00:00<00:25,  3.77it/s]
Finding best initial lr:   3% 3/100 [00:00<00:24,  3.96it/s]
Finding best initial lr:   4% 4/100 [00:01<00:23,  4.05it/s]
Finding best initial lr:  91% 91/100 [00:21<00:02,  4.18it/s]
Finding best initial lr:  92% 92/100 [00:22<00:01,  4.18it/s]
Finding best initial lr:  93% 93/100 [00:22<00:01,  4.18it/s]
Finding best initial lr:  94% 94/100 [00:22<00:01,  4.18it/s]
Finding best initial lr:  95% 95/100 [00:22<00:01,  4.21it/s]
Finding best initial lr:  96% 96/100 [00:22<00:00,  4.24it/s]
Finding best initial lr:  97% 97/100 [00:23<00:00,  4.26it/s]
Finding best initial lr:  98% 98/100 [00:23<00:00,  4.28it/s]
Finding best initial lr:  99% 99/100 [00:23<00:00,  4.29it/s]
Finding best initial lr: 100% 100/100 [00:23<00:00,  4.29it/s]Restoring states from the checkpoint path at /home/kce/NLPPred/snp-compression/models/lr_find_temp_model_4b48d199-2ab5-41c6-8f92-2a9de45236ee.ckpt


Finding best initial lr: 100% 100/100 [00:26<00:00,  3.71it/s]

LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]

Set SLURM handle signals.



  | Name     | Type                 | Params

--------------------------------------------------

0 | model    | DenoisingAutoencoder | 2.3 M 

1 | loss     | CrossEntropyLoss     | 0     

2 | accuracy | Accuracy             | 0     

3 | f1       | F1Score              | 0     

4 | conf_mat | ConfusionMatrix      | 0     

--------------------------------------------------

2.3 M     Trainable params

0         Non-trainable params

2.3 M     Total params

4.542     Total estimated model params size (MB)


Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:   0% 0/2 [00:00<?, ?it/s]
Validation sanity check:  50% 1/2 [00:12<00:12, 12.48s/it]
Validation sanity check: 100% 2/2 [00:24<00:00, 12.33s/it]
                                                          /faststorage/project/NLPPred/snp-compression/SNPNet/lib/python3.8/site-packages/pytorch_lightning/loggers/wandb.py:341: UserWarning:





Training: 0it [00:00, ?it/s]There is a wandb run already in progress and newly created instances of `WandbLogger` will reuse this run. If this is not desired, call `wandb.finish()` before instantiating `WandbLogger`.




Training: 0it [00:00, ?it/s]
Epoch 0: : 0it [00:00, ?it/s]
Epoch 0: : 1it [00:21, 21.43s/it]
Epoch 0: : 1it [00:21, 21.43s/it, loss=nan, v_num=nue9]
Epoch 0: : 2it [00:21, 10.84s/it, loss=nan, v_num=nue9]
Epoch 0: : 2it [00:21, 10.84s/it, loss=nan, v_num=nue9]
Epoch 0: : 3it [00:21,  7.31s/it, loss=nan, v_num=nue9]
Epoch 0: : 3it [00:21,  7.31s/it, loss=nan, v_num=nue9]
Epoch 0: : 4it [00:22,  5.54s/it, loss=nan, v_num=nue9]
Epoch 0: : 4it [00:22,  5.54s/it, loss=nan, v_num=nue9]
Epoch 0: : 5it [00:22,  4.48s/it, loss=nan, v_num=nue9]
Epoch 0: : 5it [00:22,  4.48s/it, loss=nan, v_num=nue9]
Epoch 0: : 6it [00:22,  3.77s/it, loss=nan, v_num=nue9]
Epoch 0: : 6it [00:22,  3.77s/it, loss=nan, v_num=nue9]
Epoch 0: : 7it [00:22,  3.27s/it, loss=nan, v_num=nue9]
Epoch 0: : 7it [00:22,  3.27s/it, loss=nan, v_num=nue9]
Epoch 0: : 8it [00:23,  2.89s/it, loss=nan, v_num=nue9]
Epoch 0: : 8it [00:23,  2.89s/it, loss=nan, v_num=nue9]
Epoch 0: : 9it [00:23,  2.60s/it, loss=nan, v_num=nue9]
Epoch 0: : 9it [00:23,  2.60s/it, loss=nan, v_num=nue9]
Epoch 0: : 10it [00:23,  2.36s/it, loss=nan, v_num=nue9]
Epoch 0: : 10it [00:23,  2.36s/it, loss=nan, v_num=nue9]
Epoch 0: : 11it [00:23,  2.17s/it, loss=nan, v_num=nue9]
Epoch 0: : 11it [00:23,  2.17s/it, loss=nan, v_num=nue9]
Epoch 0: : 12it [00:24,  2.01s/it, loss=nan, v_num=nue9]
Epoch 0: : 12it [00:24,  2.01s/it, loss=nan, v_num=nue9]
Epoch 0: : 13it [00:24,  1.87s/it, loss=nan, v_num=nue9]
Epoch 0: : 13it [00:24,  1.87s/it, loss=nan, v_num=nue9]
Epoch 0: : 14it [00:24,  1.75s/it, loss=nan, v_num=nue9]
Epoch 0: : 14it [00:24,  1.75s/it, loss=nan, v_num=nue9]
Epoch 0: : 15it [00:24,  1.65s/it, loss=nan, v_num=nue9]
Epoch 0: : 15it [00:24,  1.65s/it, loss=nan, v_num=nue9]
Epoch 0: : 16it [00:25,  1.56s/it, loss=nan, v_num=nue9]
Epoch 0: : 16it [00:25,  1.56s/it, loss=nan, v_num=nue9]
Epoch 0: : 17it [00:25,  1.49s/it, loss=nan, v_num=nue9]
Epoch 0: : 17it [00:25,  1.49s/it, loss=nan, v_num=nue9]
Epoch 0: : 18it [00:25,  1.42s/it, loss=nan, v_num=nue9]
Epoch 0: : 18it [00:25,  1.42s/it, loss=nan, v_num=nue9]
Epoch 0: : 19it [00:25,  1.36s/it, loss=nan, v_num=nue9]
Epoch 0: : 19it [00:25,  1.36s/it, loss=nan, v_num=nue9]
Epoch 0: : 20it [00:25,  1.30s/it, loss=nan, v_num=nue9]
Epoch 0: : 20it [00:25,  1.30s/it, loss=0.687, v_num=nue9]
Epoch 0: : 21it [00:26,  1.25s/it, loss=0.687, v_num=nue9]
Epoch 0: : 21it [00:26,  1.25s/it, loss=0.662, v_num=nue9]
Epoch 0: : 22it [00:26,  1.20s/it, loss=0.662, v_num=nue9]
Epoch 0: : 22it [00:26,  1.20s/it, loss=0.651, v_num=nue9]
Epoch 0: : 23it [00:26,  1.16s/it, loss=0.651, v_num=nue9]
Epoch 0: : 23it [00:26,  1.16s/it, loss=0.647, v_num=nue9]
Epoch 0: : 24it [00:26,  1.12s/it, loss=0.647, v_num=nue9]
Epoch 0: : 24it [00:26,  1.12s/it, loss=0.644, v_num=nue9]
Epoch 0: : 25it [00:27,  1.09s/it, loss=0.644, v_num=nue9]
Epoch 0: : 25it [00:27,  1.09s/it, loss=0.641, v_num=nue9]
Epoch 0: : 26it [00:27,  1.05s/it, loss=0.641, v_num=nue9]
Epoch 0: : 26it [00:27,  1.05s/it, loss=0.639, v_num=nue9]
Epoch 0: : 27it [00:27,  1.02s/it, loss=0.639, v_num=nue9]
Epoch 0: : 27it [00:27,  1.02s/it, loss=0.638, v_num=nue9]
Epoch 0: : 28it [00:27,  1.00it/s, loss=0.638, v_num=nue9]
Epoch 0: : 28it [00:27,  1.00it/s, loss=0.636, v_num=nue9]
Epoch 0: : 29it [00:28,  1.03it/s, loss=0.636, v_num=nue9]
Epoch 0: : 29it [00:28,  1.03it/s, loss=0.635, v_num=nue9]
Epoch 0: : 30it [00:28,  1.06it/s, loss=0.635, v_num=nue9]
Epoch 0: : 30it [00:28,  1.06it/s, loss=0.634, v_num=nue9]
Epoch 0: : 31it [00:28,  1.08it/s, loss=0.634, v_num=nue9]
Epoch 0: : 31it [00:28,  1.08it/s, loss=0.633, v_num=nue9]
Epoch 0: : 32it [00:28,  1.11it/s, loss=0.633, v_num=nue9]
Epoch 0: : 32it [00:28,  1.11it/s, loss=0.632, v_num=nue9]
Epoch 0: : 33it [00:29,  1.13it/s, loss=0.632, v_num=nue9]
Epoch 0: : 33it [00:29,  1.13it/s, loss=0.631, v_num=nue9]
Epoch 0: : 34it [00:29,  1.16it/s, loss=0.631, v_num=nue9]
Epoch 0: : 34it [00:29,  1.16it/s, loss=0.63, v_num=nue9] 
Epoch 0: : 35it [00:29,  1.18it/s, loss=0.63, v_num=nue9]
Epoch 0: : 35it [00:29,  1.18it/s, loss=0.628, v_num=nue9]
Epoch 0: : 36it [00:29,  1.21it/s, loss=0.628, v_num=nue9]
Epoch 0: : 36it [00:29,  1.21it/s, loss=0.627, v_num=nue9]
Epoch 0: : 37it [00:30,  1.23it/s, loss=0.627, v_num=nue9]
Epoch 0: : 37it [00:30,  1.23it/s, loss=0.626, v_num=nue9]
Epoch 0: : 38it [00:30,  1.25it/s, loss=0.626, v_num=nue9]
Epoch 0: : 38it [00:30,  1.25it/s, loss=0.625, v_num=nue9]
Epoch 0: : 39it [00:30,  1.28it/s, loss=0.625, v_num=nue9]
Epoch 0: : 39it [00:30,  1.28it/s, loss=0.624, v_num=nue9]
Epoch 0: : 40it [00:30,  1.30it/s, loss=0.624, v_num=nue9]
Epoch 0: : 40it [00:30,  1.30it/s, loss=0.623, v_num=nue9]
Epoch 0: : 41it [00:31,  1.32it/s, loss=0.623, v_num=nue9]
Epoch 0: : 41it [00:31,  1.32it/s, loss=0.622, v_num=nue9]
Epoch 0: : 42it [00:31,  1.34it/s, loss=0.622, v_num=nue9]
Epoch 0: : 42it [00:31,  1.34it/s, loss=0.621, v_num=nue9]
Epoch 0: : 43it [00:31,  1.37it/s, loss=0.621, v_num=nue9]
Epoch 0: : 43it [00:31,  1.37it/s, loss=0.62, v_num=nue9] 
Epoch 0: : 44it [00:31,  1.39it/s, loss=0.62, v_num=nue9]
Epoch 0: : 44it [00:31,  1.39it/s, loss=0.619, v_num=nue9]
Epoch 0: : 45it [00:31,  1.41it/s, loss=0.619, v_num=nue9]
Epoch 0: : 45it [00:31,  1.41it/s, loss=0.618, v_num=nue9]
Epoch 0: : 46it [00:32,  1.43it/s, loss=0.618, v_num=nue9]
Epoch 0: : 46it [00:32,  1.43it/s, loss=0.617, v_num=nue9]
Epoch 0: : 47it [00:32,  1.45it/s, loss=0.617, v_num=nue9]
Epoch 0: : 47it [00:32,  1.45it/s, loss=0.616, v_num=nue9]
Epoch 0: : 48it [00:32,  1.47it/s, loss=0.616, v_num=nue9]
Epoch 0: : 48it [00:32,  1.47it/s, loss=0.615, v_num=nue9]
Epoch 0: : 49it [00:32,  1.49it/s, loss=0.615, v_num=nue9]
Epoch 0: : 49it [00:32,  1.49it/s, loss=0.614, v_num=nue9]
Epoch 0: : 50it [00:33,  1.51it/s, loss=0.614, v_num=nue9]
Epoch 0: : 50it [00:33,  1.51it/s, loss=0.613, v_num=nue9]
Epoch 0: : 51it [00:33,  1.53it/s, loss=0.613, v_num=nue9]
Epoch 0: : 51it [00:33,  1.53it/s, loss=0.612, v_num=nue9]
Epoch 0: : 52it [00:33,  1.55it/s, loss=0.612, v_num=nue9]
Epoch 0: : 52it [00:33,  1.55it/s, loss=0.612, v_num=nue9]
Epoch 0: : 53it [00:33,  1.56it/s, loss=0.612, v_num=nue9]
Epoch 0: : 53it [00:33,  1.56it/s, loss=0.611, v_num=nue9]
Epoch 0: : 54it [00:34,  1.58it/s, loss=0.611, v_num=nue9]
Epoch 0: : 54it [00:34,  1.58it/s, loss=0.61, v_num=nue9] 
Epoch 0: : 55it [00:34,  1.60it/s, loss=0.61, v_num=nue9]
Epoch 0: : 55it [00:34,  1.60it/s, loss=0.61, v_num=nue9]
Epoch 0: : 56it [00:34,  1.62it/s, loss=0.61, v_num=nue9]
Epoch 0: : 56it [00:34,  1.62it/s, loss=0.609, v_num=nue9]
Epoch 0: : 57it [00:34,  1.64it/s, loss=0.609, v_num=nue9]
Epoch 0: : 57it [00:34,  1.64it/s, loss=0.609, v_num=nue9]
Epoch 0: : 58it [00:35,  1.65it/s, loss=0.609, v_num=nue9]
Epoch 0: : 58it [00:35,  1.65it/s, loss=0.608, v_num=nue9]
Epoch 0: : 59it [00:35,  1.67it/s, loss=0.608, v_num=nue9]
Epoch 0: : 59it [00:35,  1.67it/s, loss=0.608, v_num=nue9]
Epoch 0: : 60it [00:35,  1.69it/s, loss=0.608, v_num=nue9]
Epoch 0: : 60it [00:35,  1.69it/s, loss=0.608, v_num=nue9]
Epoch 0: : 61it [00:35,  1.70it/s, loss=0.608, v_num=nue9]
Epoch 0: : 61it [00:35,  1.70it/s, loss=0.607, v_num=nue9]
Epoch 0: : 62it [00:36,  1.72it/s, loss=0.607, v_num=nue9]
Epoch 0: : 62it [00:36,  1.72it/s, loss=0.607, v_num=nue9]
Epoch 0: : 63it [00:36,  1.74it/s, loss=0.607, v_num=nue9]
Epoch 0: : 63it [00:36,  1.74it/s, loss=0.607, v_num=nue9]
Epoch 0: : 64it [00:36,  1.75it/s, loss=0.607, v_num=nue9]
Epoch 0: : 64it [00:36,  1.75it/s, loss=0.606, v_num=nue9]
Epoch 0: : 65it [00:36,  1.77it/s, loss=0.606, v_num=nue9]
Epoch 0: : 65it [00:36,  1.77it/s, loss=0.606, v_num=nue9]
Epoch 0: : 66it [00:36,  1.78it/s, loss=0.606, v_num=nue9]
Epoch 0: : 66it [00:36,  1.78it/s, loss=0.606, v_num=nue9]
Epoch 0: : 67it [00:37,  1.80it/s, loss=0.606, v_num=nue9]
Epoch 0: : 67it [00:37,  1.80it/s, loss=0.606, v_num=nue9]
Epoch 0: : 68it [00:37,  1.82it/s, loss=0.606, v_num=nue9]
Epoch 0: : 68it [00:37,  1.82it/s, loss=0.606, v_num=nue9]
Epoch 0: : 69it [00:37,  1.83it/s, loss=0.606, v_num=nue9]
Epoch 0: : 69it [00:37,  1.83it/s, loss=0.606, v_num=nue9]
Epoch 0: : 70it [00:37,  1.85it/s, loss=0.606, v_num=nue9]
Epoch 0: : 70it [00:37,  1.85it/s, loss=0.606, v_num=nue9]
Epoch 0: : 71it [00:38,  1.86it/s, loss=0.606, v_num=nue9]
Epoch 0: : 71it [00:38,  1.86it/s, loss=0.606, v_num=nue9]
Epoch 0: : 72it [00:38,  1.87it/s, loss=0.606, v_num=nue9]
Epoch 0: : 72it [00:38,  1.87it/s, loss=0.605, v_num=nue9]
Epoch 0: : 73it [00:38,  1.89it/s, loss=0.605, v_num=nue9]
Epoch 0: : 73it [00:38,  1.89it/s, loss=0.605, v_num=nue9]
Epoch 0: : 74it [00:38,  1.90it/s, loss=0.605, v_num=nue9]
Epoch 0: : 74it [00:38,  1.90it/s, loss=0.605, v_num=nue9]
Epoch 0: : 75it [00:39,  1.92it/s, loss=0.605, v_num=nue9]
Epoch 0: : 75it [00:39,  1.92it/s, loss=0.605, v_num=nue9]
Epoch 0: : 76it [00:39,  1.93it/s, loss=0.605, v_num=nue9]
Epoch 0: : 76it [00:39,  1.93it/s, loss=0.605, v_num=nue9]
Epoch 0: : 77it [00:39,  1.94it/s, loss=0.605, v_num=nue9]
Epoch 0: : 77it [00:39,  1.94it/s, loss=0.605, v_num=nue9]
Epoch 0: : 78it [00:39,  1.96it/s, loss=0.605, v_num=nue9]
Epoch 0: : 78it [00:39,  1.96it/s, loss=0.604, v_num=nue9]
Epoch 0: : 79it [00:40,  1.97it/s, loss=0.604, v_num=nue9]
Epoch 0: : 79it [00:40,  1.97it/s, loss=0.604, v_num=nue9]
Epoch 0: : 80it [00:40,  1.98it/s, loss=0.604, v_num=nue9]
Epoch 0: : 80it [00:40,  1.98it/s, loss=0.604, v_num=nue9]
Epoch 0: : 81it [00:40,  2.00it/s, loss=0.604, v_num=nue9]
Epoch 0: : 81it [00:40,  2.00it/s, loss=0.604, v_num=nue9]
Epoch 0: : 82it [00:40,  2.01it/s, loss=0.604, v_num=nue9]
Epoch 0: : 82it [00:40,  2.01it/s, loss=0.604, v_num=nue9]
Epoch 0: : 83it [00:41,  2.02it/s, loss=0.604, v_num=nue9]
Epoch 0: : 83it [00:41,  2.02it/s, loss=0.604, v_num=nue9]
Epoch 0: : 84it [00:41,  2.03it/s, loss=0.604, v_num=nue9]
Epoch 0: : 84it [00:41,  2.03it/s, loss=0.604, v_num=nue9]
Epoch 0: : 85it [00:41,  2.05it/s, loss=0.604, v_num=nue9]
Epoch 0: : 85it [00:41,  2.05it/s, loss=0.603, v_num=nue9]
Epoch 0: : 86it [00:41,  2.06it/s, loss=0.603, v_num=nue9]
Epoch 0: : 86it [00:41,  2.06it/s, loss=0.603, v_num=nue9]
Epoch 0: : 87it [00:42,  2.07it/s, loss=0.603, v_num=nue9]
Epoch 0: : 87it [00:42,  2.07it/s, loss=0.603, v_num=nue9]
Epoch 0: : 88it [00:42,  2.08it/s, loss=0.603, v_num=nue9]
Epoch 0: : 88it [00:42,  2.08it/s, loss=0.603, v_num=nue9]
Epoch 0: : 89it [00:42,  2.09it/s, loss=0.603, v_num=nue9]
Epoch 0: : 89it [00:42,  2.09it/s, loss=0.603, v_num=nue9]
Epoch 0: : 90it [00:42,  2.11it/s, loss=0.603, v_num=nue9]
Epoch 0: : 90it [00:42,  2.11it/s, loss=0.603, v_num=nue9]
Epoch 0: : 91it [00:42,  2.12it/s, loss=0.603, v_num=nue9]
Epoch 0: : 91it [00:42,  2.12it/s, loss=0.603, v_num=nue9]
Epoch 0: : 92it [00:43,  2.13it/s, loss=0.603, v_num=nue9]
Epoch 0: : 92it [00:43,  2.13it/s, loss=0.603, v_num=nue9]
Epoch 0: : 93it [00:43,  2.14it/s, loss=0.603, v_num=nue9]
Epoch 0: : 93it [00:43,  2.14it/s, loss=0.603, v_num=nue9]
Epoch 0: : 94it [00:43,  2.15it/s, loss=0.603, v_num=nue9]
Epoch 0: : 94it [00:43,  2.15it/s, loss=0.603, v_num=nue9]
Epoch 0: : 95it [00:43,  2.16it/s, loss=0.603, v_num=nue9]
Epoch 0: : 95it [00:43,  2.16it/s, loss=0.603, v_num=nue9]
Epoch 0: : 96it [00:44,  2.17it/s, loss=0.603, v_num=nue9]
Epoch 0: : 96it [00:44,  2.17it/s, loss=0.602, v_num=nue9]
Epoch 0: : 97it [00:44,  2.18it/s, loss=0.602, v_num=nue9]
Epoch 0: : 97it [00:44,  2.18it/s, loss=0.602, v_num=nue9]
Epoch 0: : 98it [00:44,  2.19it/s, loss=0.602, v_num=nue9]
Epoch 0: : 98it [00:44,  2.19it/s, loss=0.602, v_num=nue9]
Epoch 0: : 99it [00:44,  2.20it/s, loss=0.602, v_num=nue9]
Epoch 0: : 99it [00:44,  2.20it/s, loss=0.602, v_num=nue9]
Epoch 0: : 100it [00:45,  2.21it/s, loss=0.602, v_num=nue9]
Epoch 0: : 100it [00:45,  2.21it/s, loss=0.602, v_num=nue9]
Epoch 0: : 101it [00:45,  2.22it/s, loss=0.602, v_num=nue9]
Epoch 0: : 101it [00:45,  2.22it/s, loss=0.602, v_num=nue9]
Epoch 0: : 102it [00:45,  2.23it/s, loss=0.602, v_num=nue9]
Epoch 0: : 102it [00:45,  2.23it/s, loss=0.602, v_num=nue9]
Epoch 0: : 103it [00:45,  2.24it/s, loss=0.602, v_num=nue9]
Epoch 0: : 103it [00:45,  2.24it/s, loss=0.601, v_num=nue9]
Epoch 0: : 104it [00:46,  2.25it/s, loss=0.601, v_num=nue9]
Epoch 0: : 104it [00:46,  2.25it/s, loss=0.601, v_num=nue9]
Epoch 0: : 105it [00:46,  2.26it/s, loss=0.601, v_num=nue9]
Epoch 0: : 105it [00:46,  2.26it/s, loss=0.601, v_num=nue9]
Epoch 0: : 106it [00:46,  2.27it/s, loss=0.601, v_num=nue9]
Epoch 0: : 106it [00:46,  2.27it/s, loss=0.6, v_num=nue9]  
Epoch 0: : 107it [00:46,  2.28it/s, loss=0.6, v_num=nue9]
Epoch 0: : 107it [00:46,  2.28it/s, loss=0.6, v_num=nue9]
Epoch 0: : 108it [00:47,  2.29it/s, loss=0.6, v_num=nue9]
Epoch 0: : 108it [00:47,  2.29it/s, loss=0.599, v_num=nue9]
Epoch 0: : 109it [00:47,  2.30it/s, loss=0.599, v_num=nue9]
Epoch 0: : 109it [00:47,  2.30it/s, loss=0.599, v_num=nue9]
Epoch 0: : 110it [00:47,  2.31it/s, loss=0.599, v_num=nue9]
Epoch 0: : 110it [00:47,  2.31it/s, loss=0.599, v_num=nue9]
Epoch 0: : 111it [00:47,  2.32it/s, loss=0.599, v_num=nue9]
Epoch 0: : 111it [00:47,  2.32it/s, loss=0.599, v_num=nue9]
Epoch 0: : 112it [00:48,  2.33it/s, loss=0.599, v_num=nue9]
