Activating virtual environment:  SNPNet
/faststorage/project/NLPPred/snp-compression/SNPNet/bin/python
Training SNPNet
wandb: Currently logged in as: kenevoldsen (use `wandb login --relogin` to force relogin)
wandb: Tracking run with wandb version 0.12.10
wandb: Syncing run fine-pond-68
wandb: ⭐️ View project at https://wandb.ai/kenevoldsen/snp-compression
wandb: 🚀 View run at https://wandb.ai/kenevoldsen/snp-compression/runs/3rwm10kr
wandb: Run data is saved locally in /home/kce/NLPPred/snp-compression/models/wandb/run-20220223_111624-3rwm10kr
wandb: Run `wandb offline` to turn off syncing.
Using 16bit native Automatic Mixed Precision (AMP)
GPU available: True, used: True
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
Set SLURM handle signals.


Finding best initial lr:   0% 0/100 [00:00<?, ?it/s]
Finding best initial lr:   1% 1/100 [00:00<01:22,  1.20it/s]
Finding best initial lr:   2% 2/100 [00:01<00:46,  2.10it/s]
Finding best initial lr:   3% 3/100 [00:01<00:34,  2.80it/s]
Finding best initial lr:   4% 4/100 [00:01<00:29,  3.30it/s]
Finding best initial lr:  65% 65/100 [00:14<00:07,  4.66it/s]
Finding best initial lr:  66% 66/100 [00:14<00:07,  4.65it/s]
Finding best initial lr:  67% 67/100 [00:15<00:07,  4.65it/s]
Finding best initial lr:  68% 68/100 [00:15<00:06,  4.65it/s]
Finding best initial lr:  69% 69/100 [00:15<00:06,  4.65it/s]
Finding best initial lr:  70% 70/100 [00:15<00:06,  4.66it/s]
Finding best initial lr:  71% 71/100 [00:15<00:06,  4.67it/s]
Finding best initial lr:  72% 72/100 [00:16<00:06,  4.66it/s]
Finding best initial lr:  73% 73/100 [00:16<00:05,  4.66it/s]
Finding best initial lr:  74% 74/100 [00:16<00:05,  4.67it/s]
Finding best initial lr:  75% 75/100 [00:16<00:05,  4.66it/s]
Finding best initial lr:  76% 76/100 [00:16<00:05,  4.66it/s]
Finding best initial lr:  77% 77/100 [00:17<00:04,  4.66it/s]
Finding best initial lr:  78% 78/100 [00:17<00:04,  4.66it/s]
Finding best initial lr:  79% 79/100 [00:17<00:04,  4.66it/s]
Finding best initial lr:  80% 80/100 [00:17<00:04,  4.65it/s]
Finding best initial lr:  81% 81/100 [00:18<00:04,  4.66it/s]
Finding best initial lr:  82% 82/100 [00:18<00:03,  4.67it/s]
Finding best initial lr:  83% 83/100 [00:18<00:03,  4.66it/s]
Finding best initial lr:  84% 84/100 [00:18<00:03,  4.65it/s]
Finding best initial lr:  85% 85/100 [00:18<00:03,  4.65it/s]
Finding best initial lr:  86% 86/100 [00:19<00:03,  4.66it/s]
Finding best initial lr:  87% 87/100 [00:19<00:02,  4.66it/s]
Finding best initial lr:  88% 88/100 [00:19<00:02,  4.65it/s]
Finding best initial lr:  89% 89/100 [00:19<00:02,  4.65it/s]
Finding best initial lr:  90% 90/100 [00:19<00:02,  4.66it/s]
Finding best initial lr:  91% 91/100 [00:20<00:01,  4.65it/s]
Finding best initial lr:  92% 92/100 [00:20<00:01,  4.65it/s]
Finding best initial lr:  93% 93/100 [00:20<00:01,  4.66it/s]
Finding best initial lr:  94% 94/100 [00:20<00:01,  4.67it/s]
Finding best initial lr:  95% 95/100 [00:21<00:01,  4.67it/s]
Finding best initial lr:  96% 96/100 [00:21<00:00,  4.66it/s]
Finding best initial lr:  97% 97/100 [00:21<00:00,  4.66it/s]
Finding best initial lr:  98% 98/100 [00:21<00:00,  4.66it/s]
Finding best initial lr:  99% 99/100 [00:21<00:00,  4.67it/s]
Finding best initial lr: 100% 100/100 [00:22<00:00,  4.66it/s]Restoring states from the checkpoint path at /home/kce/NLPPred/snp-compression/models/lr_find_temp_model_7b632691-e87d-47c3-9ef1-41cf2521d8cd.ckpt


Finding best initial lr: 100% 100/100 [00:30<00:00,  3.23it/s]

LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]

Set SLURM handle signals.



  | Name     | Type                 | Params

--------------------------------------------------

0 | model    | DenoisingAutoencoder | 2.3 M 

1 | loss     | CrossEntropyLoss     | 0     

2 | accuracy | Accuracy             | 0     

3 | f1       | F1Score              | 0     

4 | conf_mat | ConfusionMatrix      | 0     

--------------------------------------------------

2.3 M     Trainable params

0         Non-trainable params

2.3 M     Total params

4.542     Total estimated model params size (MB)


Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:   0% 0/2 [00:00<?, ?it/s]
Validation sanity check:  50% 1/2 [00:08<00:08,  8.68s/it]
Validation sanity check: 100% 2/2 [00:09<00:00,  4.29s/it]
                                                          /faststorage/project/NLPPred/snp-compression/SNPNet/lib/python3.8/site-packages/pytorch_lightning/loggers/wandb.py:341: UserWarning:



There is a wandb run already in progress and newly created instances of `WandbLogger` will reuse this run. If this is not desired, call `wandb.finish()` before instantiating `WandbLogger`.





Training: 0it [00:00, ?it/s]
Training: 0it [00:00, ?it/s]
Epoch 0: : 0it [00:00, ?it/s]
Epoch 0: : 1it [00:02,  2.54s/it]
Epoch 0: : 1it [00:02,  2.54s/it, loss=0.752, v_num=10kr]
Epoch 0: : 2it [00:02,  1.38s/it, loss=0.752, v_num=10kr]
Epoch 0: : 2it [00:02,  1.38s/it, loss=0.762, v_num=10kr]
Epoch 0: : 3it [00:02,  1.01it/s, loss=0.762, v_num=10kr]
Epoch 0: : 3it [00:02,  1.01it/s, loss=0.762, v_num=10kr]
Epoch 0: : 4it [00:03,  1.25it/s, loss=0.762, v_num=10kr]
Epoch 0: : 4it [00:03,  1.25it/s, loss=0.763, v_num=10kr]
Epoch 0: : 5it [00:03,  1.46it/s, loss=0.763, v_num=10kr]
Epoch 0: : 5it [00:03,  1.46it/s, loss=0.764, v_num=10kr]
Epoch 0: : 6it [00:03,  1.65it/s, loss=0.764, v_num=10kr]
Epoch 0: : 6it [00:03,  1.65it/s, loss=0.765, v_num=10kr]
Epoch 0: : 7it [00:03,  1.82it/s, loss=0.765, v_num=10kr]
Epoch 0: : 7it [00:03,  1.82it/s, loss=0.764, v_num=10kr]
Epoch 0: : 8it [00:04,  1.97it/s, loss=0.764, v_num=10kr]
Epoch 0: : 8it [00:04,  1.96it/s, loss=0.763, v_num=10kr]
Epoch 0: : 9it [00:04,  2.10it/s, loss=0.763, v_num=10kr]
Epoch 0: : 9it [00:04,  2.10it/s, loss=0.763, v_num=10kr]
Epoch 0: : 10it [00:04,  2.22it/s, loss=0.763, v_num=10kr]
Epoch 0: : 10it [00:04,  2.22it/s, loss=0.764, v_num=10kr]
Epoch 0: : 11it [00:04,  2.33it/s, loss=0.764, v_num=10kr]
Epoch 0: : 11it [00:04,  2.33it/s, loss=0.765, v_num=10kr]
Epoch 0: : 12it [00:04,  2.43it/s, loss=0.765, v_num=10kr]
Epoch 0: : 12it [00:04,  2.43it/s, loss=0.765, v_num=10kr]
Epoch 0: : 13it [00:05,  2.52it/s, loss=0.765, v_num=10kr]
Epoch 0: : 13it [00:05,  2.52it/s, loss=0.766, v_num=10kr]
Epoch 0: : 14it [00:05,  2.61it/s, loss=0.766, v_num=10kr]
Epoch 0: : 14it [00:05,  2.61it/s, loss=0.766, v_num=10kr]
Epoch 0: : 15it [00:05,  2.69it/s, loss=0.766, v_num=10kr]
Epoch 0: : 15it [00:05,  2.69it/s, loss=0.765, v_num=10kr]
Epoch 0: : 16it [00:05,  2.76it/s, loss=0.765, v_num=10kr]
Epoch 0: : 16it [00:05,  2.76it/s, loss=0.759, v_num=10kr]
Epoch 0: : 17it [00:06,  2.83it/s, loss=0.759, v_num=10kr]
Epoch 0: : 17it [00:06,  2.83it/s, loss=0.757, v_num=10kr]
Epoch 0: : 18it [00:06,  2.89it/s, loss=0.757, v_num=10kr]
Epoch 0: : 18it [00:06,  2.89it/s, loss=0.758, v_num=10kr]
Epoch 0: : 19it [00:06,  2.95it/s, loss=0.758, v_num=10kr]
Epoch 0: : 19it [00:06,  2.95it/s, loss=0.754, v_num=10kr]
Epoch 0: : 20it [00:06,  3.00it/s, loss=0.754, v_num=10kr]
Epoch 0: : 20it [00:06,  3.00it/s, loss=0.724, v_num=10kr]
Epoch 0: : 21it [00:06,  3.06it/s, loss=0.724, v_num=10kr]
Epoch 0: : 21it [00:06,  3.06it/s, loss=0.702, v_num=10kr]
Epoch 0: : 22it [00:07,  3.11it/s, loss=0.702, v_num=10kr]
Epoch 0: : 22it [00:07,  3.10it/s, loss=0.686, v_num=10kr]
Epoch 0: : 23it [00:07,  3.15it/s, loss=0.686, v_num=10kr]
Epoch 0: : 23it [00:07,  3.15it/s, loss=0.681, v_num=10kr]
Epoch 0: : 24it [00:07,  3.19it/s, loss=0.681, v_num=10kr]
Epoch 0: : 24it [00:07,  3.19it/s, loss=0.677, v_num=10kr]
Epoch 0: : 25it [00:07,  3.23it/s, loss=0.677, v_num=10kr]
Epoch 0: : 25it [00:07,  3.23it/s, loss=0.673, v_num=10kr]
Epoch 0: : 26it [00:07,  3.27it/s, loss=0.673, v_num=10kr]
Epoch 0: : 26it [00:07,  3.27it/s, loss=0.67, v_num=10kr] 
Epoch 0: : 27it [00:08,  3.31it/s, loss=0.67, v_num=10kr]
Epoch 0: : 27it [00:08,  3.31it/s, loss=0.668, v_num=10kr]
Epoch 0: : 28it [00:08,  3.34it/s, loss=0.668, v_num=10kr]
Epoch 0: : 28it [00:08,  3.34it/s, loss=0.666, v_num=10kr]
Epoch 0: : 29it [00:08,  3.37it/s, loss=0.666, v_num=10kr]
Epoch 0: : 29it [00:08,  3.37it/s, loss=0.664, v_num=10kr]
Epoch 0: : 30it [00:08,  3.40it/s, loss=0.664, v_num=10kr]
Epoch 0: : 30it [00:08,  3.40it/s, loss=0.662, v_num=10kr]
Epoch 0: : 31it [00:09,  3.43it/s, loss=0.662, v_num=10kr]
Epoch 0: : 31it [00:09,  3.43it/s, loss=0.66, v_num=10kr] 
Epoch 0: : 32it [00:09,  3.46it/s, loss=0.66, v_num=10kr]
Epoch 0: : 32it [00:09,  3.46it/s, loss=0.658, v_num=10kr]
Epoch 0: : 33it [00:09,  3.49it/s, loss=0.658, v_num=10kr]
Epoch 0: : 33it [00:09,  3.49it/s, loss=0.657, v_num=10kr]
Epoch 0: : 34it [00:09,  3.51it/s, loss=0.657, v_num=10kr]
Epoch 0: : 34it [00:09,  3.51it/s, loss=0.655, v_num=10kr]
Epoch 0: : 35it [00:09,  3.54it/s, loss=0.655, v_num=10kr]
Epoch 0: : 35it [00:09,  3.54it/s, loss=0.654, v_num=10kr]
Epoch 0: : 36it [00:10,  3.56it/s, loss=0.654, v_num=10kr]
Epoch 0: : 36it [00:10,  3.56it/s, loss=0.652, v_num=10kr]
Epoch 0: : 37it [00:10,  3.59it/s, loss=0.652, v_num=10kr]
Epoch 0: : 37it [00:10,  3.59it/s, loss=0.651, v_num=10kr]
Epoch 0: : 38it [00:10,  3.61it/s, loss=0.651, v_num=10kr]
Epoch 0: : 38it [00:10,  3.61it/s, loss=0.649, v_num=10kr]
Epoch 0: : 39it [00:10,  3.63it/s, loss=0.649, v_num=10kr]
Epoch 0: : 39it [00:10,  3.63it/s, loss=0.648, v_num=10kr]
Epoch 0: : 40it [00:10,  3.65it/s, loss=0.648, v_num=10kr]
Epoch 0: : 40it [00:10,  3.65it/s, loss=0.646, v_num=10kr]
Epoch 0: : 41it [00:11,  3.67it/s, loss=0.646, v_num=10kr]
Epoch 0: : 41it [00:11,  3.67it/s, loss=0.645, v_num=10kr]
Epoch 0: : 42it [00:11,  3.69it/s, loss=0.645, v_num=10kr]
Epoch 0: : 42it [00:11,  3.69it/s, loss=0.644, v_num=10kr]
Epoch 0: : 43it [00:11,  3.70it/s, loss=0.644, v_num=10kr]
Epoch 0: : 43it [00:11,  3.70it/s, loss=0.642, v_num=10kr]
Epoch 0: : 44it [00:11,  3.72it/s, loss=0.642, v_num=10kr]
Epoch 0: : 44it [00:11,  3.72it/s, loss=0.641, v_num=10kr]
Epoch 0: : 45it [00:12,  3.74it/s, loss=0.641, v_num=10kr]
Epoch 0: : 45it [00:12,  3.74it/s, loss=0.64, v_num=10kr] 
Epoch 0: : 46it [00:12,  3.75it/s, loss=0.64, v_num=10kr]
Epoch 0: : 46it [00:12,  3.75it/s, loss=0.639, v_num=10kr]
Epoch 0: : 47it [00:12,  3.77it/s, loss=0.639, v_num=10kr]
Epoch 0: : 47it [00:12,  3.77it/s, loss=0.637, v_num=10kr]
Epoch 0: : 48it [00:12,  3.78it/s, loss=0.637, v_num=10kr]
Epoch 0: : 48it [00:12,  3.78it/s, loss=0.636, v_num=10kr]
Epoch 0: : 49it [00:12,  3.80it/s, loss=0.636, v_num=10kr]
Epoch 0: : 49it [00:12,  3.80it/s, loss=0.635, v_num=10kr]
Epoch 0: : 50it [00:13,  3.81it/s, loss=0.635, v_num=10kr]
Epoch 0: : 50it [00:13,  3.81it/s, loss=0.633, v_num=10kr]
Epoch 0: : 51it [00:13,  3.83it/s, loss=0.633, v_num=10kr]
Epoch 0: : 51it [00:13,  3.83it/s, loss=0.632, v_num=10kr]
Epoch 0: : 52it [00:13,  3.84it/s, loss=0.632, v_num=10kr]
Epoch 0: : 52it [00:13,  3.84it/s, loss=0.63, v_num=10kr] 
Epoch 0: : 53it [00:13,  3.85it/s, loss=0.63, v_num=10kr]
Epoch 0: : 53it [00:13,  3.85it/s, loss=0.629, v_num=10kr]
Epoch 0: : 54it [00:13,  3.86it/s, loss=0.629, v_num=10kr]
Epoch 0: : 54it [00:13,  3.86it/s, loss=0.627, v_num=10kr]
Epoch 0: : 55it [00:14,  3.88it/s, loss=0.627, v_num=10kr]
Epoch 0: : 55it [00:14,  3.88it/s, loss=0.626, v_num=10kr]
Epoch 0: : 56it [00:14,  3.89it/s, loss=0.626, v_num=10kr]
Epoch 0: : 56it [00:14,  3.89it/s, loss=0.625, v_num=10kr]
Epoch 0: : 57it [00:14,  3.90it/s, loss=0.625, v_num=10kr]
Epoch 0: : 57it [00:14,  3.90it/s, loss=0.623, v_num=10kr]
Epoch 0: : 58it [00:14,  3.91it/s, loss=0.623, v_num=10kr]
Epoch 0: : 58it [00:14,  3.91it/s, loss=0.622, v_num=10kr]
Epoch 0: : 59it [00:15,  3.92it/s, loss=0.622, v_num=10kr]
Epoch 0: : 59it [00:15,  3.92it/s, loss=0.621, v_num=10kr]
Epoch 0: : 60it [00:15,  3.93it/s, loss=0.621, v_num=10kr]
Epoch 0: : 60it [00:15,  3.93it/s, loss=0.621, v_num=10kr]
Epoch 0: : 61it [00:15,  3.94it/s, loss=0.621, v_num=10kr]
Epoch 0: : 61it [00:15,  3.94it/s, loss=0.62, v_num=10kr] 
Epoch 0: : 62it [00:15,  3.95it/s, loss=0.62, v_num=10kr]
Epoch 0: : 62it [00:15,  3.95it/s, loss=0.619, v_num=10kr]
Epoch 0: : 63it [00:15,  3.96it/s, loss=0.619, v_num=10kr]
Epoch 0: : 63it [00:15,  3.96it/s, loss=0.619, v_num=10kr]
Epoch 0: : 64it [00:16,  3.97it/s, loss=0.619, v_num=10kr]
Epoch 0: : 64it [00:16,  3.97it/s, loss=0.618, v_num=10kr]
Epoch 0: : 65it [00:16,  3.98it/s, loss=0.618, v_num=10kr]
Epoch 0: : 65it [00:16,  3.98it/s, loss=0.618, v_num=10kr]
Epoch 0: : 66it [00:16,  3.99it/s, loss=0.618, v_num=10kr]
Epoch 0: : 66it [00:16,  3.99it/s, loss=0.617, v_num=10kr]
Epoch 0: : 67it [00:16,  3.99it/s, loss=0.617, v_num=10kr]
Epoch 0: : 67it [00:16,  3.99it/s, loss=0.616, v_num=10kr]
Epoch 0: : 68it [00:16,  4.00it/s, loss=0.616, v_num=10kr]
Epoch 0: : 68it [00:16,  4.00it/s, loss=0.615, v_num=10kr]
Epoch 0: : 69it [00:17,  4.01it/s, loss=0.615, v_num=10kr]
Epoch 0: : 69it [00:17,  4.01it/s, loss=0.615, v_num=10kr]
Epoch 0: : 70it [00:17,  4.02it/s, loss=0.615, v_num=10kr]
Epoch 0: : 70it [00:17,  4.02it/s, loss=0.615, v_num=10kr]
Epoch 0: : 71it [00:17,  4.03it/s, loss=0.615, v_num=10kr]
Epoch 0: : 71it [00:17,  4.03it/s, loss=0.615, v_num=10kr]
Epoch 0: : 72it [00:17,  4.03it/s, loss=0.615, v_num=10kr]
Epoch 0: : 72it [00:17,  4.03it/s, loss=0.615, v_num=10kr]
Epoch 0: : 73it [00:18,  4.04it/s, loss=0.615, v_num=10kr]
Epoch 0: : 73it [00:18,  4.04it/s, loss=0.615, v_num=10kr]
Epoch 0: : 74it [00:18,  4.05it/s, loss=0.615, v_num=10kr]
Epoch 0: : 74it [00:18,  4.05it/s, loss=0.615, v_num=10kr]
Epoch 0: : 75it [00:18,  4.06it/s, loss=0.615, v_num=10kr]
Epoch 0: : 75it [00:18,  4.06it/s, loss=0.614, v_num=10kr]
Epoch 0: : 76it [00:18,  4.06it/s, loss=0.614, v_num=10kr]
Epoch 0: : 76it [00:18,  4.06it/s, loss=0.614, v_num=10kr]
Epoch 0: : 77it [00:18,  4.07it/s, loss=0.614, v_num=10kr]
Epoch 0: : 77it [00:18,  4.07it/s, loss=0.614, v_num=10kr]
Epoch 0: : 78it [00:19,  4.08it/s, loss=0.614, v_num=10kr]
Epoch 0: : 78it [00:19,  4.08it/s, loss=0.614, v_num=10kr]
Epoch 0: : 79it [00:19,  4.08it/s, loss=0.614, v_num=10kr]
Epoch 0: : 79it [00:19,  4.08it/s, loss=0.614, v_num=10kr]
Epoch 0: : 80it [00:19,  4.09it/s, loss=0.614, v_num=10kr]
Epoch 0: : 80it [00:19,  4.09it/s, loss=0.613, v_num=10kr]
Epoch 0: : 81it [00:19,  4.09it/s, loss=0.613, v_num=10kr]
Epoch 0: : 81it [00:19,  4.09it/s, loss=0.613, v_num=10kr]
Epoch 0: : 82it [00:19,  4.10it/s, loss=0.613, v_num=10kr]
Epoch 0: : 82it [00:19,  4.10it/s, loss=0.612, v_num=10kr]
Epoch 0: : 83it [00:20,  4.11it/s, loss=0.612, v_num=10kr]
Epoch 0: : 83it [00:20,  4.11it/s, loss=0.612, v_num=10kr]
Epoch 0: : 84it [00:20,  4.11it/s, loss=0.612, v_num=10kr]
Epoch 0: : 84it [00:20,  4.11it/s, loss=0.611, v_num=10kr]
Epoch 0: : 85it [00:20,  4.12it/s, loss=0.611, v_num=10kr]
Epoch 0: : 85it [00:20,  4.12it/s, loss=0.611, v_num=10kr]
Epoch 0: : 86it [00:20,  4.12it/s, loss=0.611, v_num=10kr]
Epoch 0: : 86it [00:20,  4.12it/s, loss=0.611, v_num=10kr]
Epoch 0: : 87it [00:21,  4.13it/s, loss=0.611, v_num=10kr]
Epoch 0: : 87it [00:21,  4.13it/s, loss=0.61, v_num=10kr] 
Epoch 0: : 88it [00:21,  4.13it/s, loss=0.61, v_num=10kr]
Epoch 0: : 88it [00:21,  4.13it/s, loss=0.61, v_num=10kr]
Epoch 0: : 89it [00:21,  4.14it/s, loss=0.61, v_num=10kr]
Epoch 0: : 89it [00:21,  4.14it/s, loss=0.61, v_num=10kr]
Epoch 0: : 90it [00:21,  4.14it/s, loss=0.61, v_num=10kr]
Epoch 0: : 90it [00:21,  4.14it/s, loss=0.609, v_num=10kr]
Epoch 0: : 91it [00:21,  4.15it/s, loss=0.609, v_num=10kr]
Epoch 0: : 91it [00:21,  4.15it/s, loss=0.609, v_num=10kr]
Epoch 0: : 92it [00:22,  4.15it/s, loss=0.609, v_num=10kr]
Epoch 0: : 92it [00:22,  4.15it/s, loss=0.608, v_num=10kr]
Epoch 0: : 93it [00:22,  4.16it/s, loss=0.608, v_num=10kr]
Epoch 0: : 93it [00:22,  4.16it/s, loss=0.608, v_num=10kr]
Epoch 0: : 94it [00:22,  4.16it/s, loss=0.608, v_num=10kr]
Epoch 0: : 94it [00:22,  4.16it/s, loss=0.608, v_num=10kr]
Epoch 0: : 95it [00:22,  4.17it/s, loss=0.608, v_num=10kr]
Epoch 0: : 95it [00:22,  4.17it/s, loss=0.608, v_num=10kr]
Epoch 0: : 96it [00:23,  4.17it/s, loss=0.608, v_num=10kr]
Epoch 0: : 96it [00:23,  4.17it/s, loss=0.608, v_num=10kr]
Epoch 0: : 97it [00:23,  4.18it/s, loss=0.608, v_num=10kr]
Epoch 0: : 97it [00:23,  4.18it/s, loss=0.607, v_num=10kr]
Epoch 0: : 98it [00:23,  4.18it/s, loss=0.607, v_num=10kr]
Epoch 0: : 98it [00:23,  4.18it/s, loss=0.607, v_num=10kr]
Epoch 0: : 99it [00:23,  4.18it/s, loss=0.607, v_num=10kr]
Epoch 0: : 99it [00:23,  4.18it/s, loss=0.607, v_num=10kr]
Epoch 0: : 100it [00:23,  4.19it/s, loss=0.607, v_num=10kr]
Epoch 0: : 100it [00:23,  4.19it/s, loss=0.607, v_num=10kr]
Epoch 0: : 101it [00:24,  4.19it/s, loss=0.607, v_num=10kr]
Epoch 0: : 101it [00:24,  4.19it/s, loss=0.607, v_num=10kr]
Epoch 0: : 102it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 102it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 103it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 103it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 104it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 104it [00:24,  4.20it/s, loss=0.607, v_num=10kr]
Epoch 0: : 105it [00:24,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 105it [00:24,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 106it [00:25,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 106it [00:25,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 107it [00:25,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 107it [00:25,  4.21it/s, loss=0.607, v_num=10kr]
Epoch 0: : 108it [00:25,  4.22it/s, loss=0.607, v_num=10kr]
Epoch 0: : 108it [00:25,  4.22it/s, loss=0.608, v_num=10kr]
Epoch 0: : 109it [00:25,  4.22it/s, loss=0.608, v_num=10kr]
Epoch 0: : 109it [00:25,  4.22it/s, loss=0.608, v_num=10kr]
Epoch 0: : 110it [00:26,  4.23it/s, loss=0.608, v_num=10kr]
Epoch 0: : 110it [00:26,  4.23it/s, loss=0.608, v_num=10kr]
Epoch 0: : 111it [00:26,  4.23it/s, loss=0.608, v_num=10kr]
